LotFrontage,LotArea,Street,Alley,LotShape,Condition1,Condition2,OverallQual,RoofStyle,RoofMatl,MasVnrArea,ExterQual,BsmtExposure,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,MiscFeature,SaleType,Neighborhood,PoolQC,KitchenQual,Utilities,SalePrice
95,12182,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,226,Gd,Mn,1541,Ex,Y,1541,0,2,0,7,1,2,Y,0,70,0,NA,New,NridgHt,NA,Gd,AllPub,220000
90,11700,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,420,TA,No,708,Gd,Y,1416,0,2,1,7,1,2,Y,0,169,0,NA,WD,NWAmes,NA,TA,AllPub,179900
50,9000,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,780,TA,Y,1375,0,1,1,6,1,1,P,0,162,0,NA,WD,IDOTRR,NA,Gd,AllPub,141000
70,8750,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,915,Ex,Y,1908,1,2,1,8,1,2,Y,144,133,0,NA,WD,CollgCr,NA,Gd,AllPub,210000
64,7018,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,NA,0,TA,Y,1535,0,2,0,8,0,2,Y,0,0,0,NA,WD,SawyerW,NA,TA,AllPub,118858
68,9179,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,158,Gd,No,873,Ex,Y,1790,1,2,1,7,0,2,Y,0,88,0,NA,WD,CollgCr,NA,Gd,AllPub,193000
60,7200,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Av,768,Gd,Y,768,0,1,0,5,0,1,Y,192,0,0,NA,WD,CollgCr,NA,TA,AllPub,133900
57,9245,Pave,NaN,IR2,Norm,Norm,5,Gable,CompShg,0,TA,No,990,Ex,Y,990,0,1,0,5,0,2,Y,0,0,0,NA,WD,CollgCr,NA,TA,AllPub,145000
81,12150,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,335,TA,No,1050,Ex,N,1795,0,2,0,7,0,1,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,131500
-1,12493,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,1100,TA,Y,1100,1,1,0,6,1,1,Y,355,0,0,NA,WD,NWAmes,NA,TA,AllPub,141000
51,10480,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,1064,Ex,Y,1639,0,1,0,6,0,1,Y,0,0,0,NA,WD,SWISU,NA,TA,AllPub,115000
96,11308,Pave,NaN,IR1,Norm,Norm,9,Gable,CompShg,154,Ex,Av,1104,Ex,Y,2184,1,2,1,10,1,3,Y,0,102,0,NA,WD,NridgHt,NA,Ex,AllPub,335000
65,8529,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,1454,Ex,Y,1434,0,2,0,6,1,2,Y,290,39,0,NA,WD,SawyerW,NA,Gd,AllPub,189000
66,16226,Pave,NaN,IR3,Norm,Norm,8,Gable,CompShg,0,Gd,No,1028,Ex,Y,2452,0,2,1,9,1,2,Y,208,50,0,NA,WD,CollgCr,NA,Gd,AllPub,267000
46,20544,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,123,TA,No,791,Gd,Y,2093,0,2,1,7,1,2,Y,364,63,0,NA,WD,NWAmes,NA,TA,AllPub,215000
80,8892,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,66,TA,No,1065,Gd,Y,1065,0,1,1,6,0,2,Y,74,0,0,NA,COD,NWAmes,NA,TA,AllPub,126500
56,8960,Pave,Grvl,Reg,Artery,Norm,5,Gable,CompShg,0,TA,No,1008,Gd,Y,1028,0,1,0,5,1,2,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,115000
44,6442,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,178,Gd,Mn,1370,Ex,Y,1370,0,2,0,6,1,2,Y,120,49,0,NA,WD,NridgHt,NA,Gd,AllPub,202500
60,10800,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,Mn,880,Fa,N,1768,0,1,1,6,2,2,N,0,341,0,NA,WD,OldTown,NA,TA,AllPub,163000
116,13501,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,208,Gd,No,1623,Ex,Y,1636,1,2,0,8,1,3,Y,0,60,0,NA,WD,Somerst,NA,Gd,AllPub,255000
60,9900,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,No,778,TA,Y,1489,0,2,0,7,1,1,Y,335,0,0,NA,WD,SWISU,NA,TA,AllPub,139500
-1,8475,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,952,Ex,Y,952,0,1,0,4,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,135750
-1,9765,Pave,NaN,IR2,Norm,Norm,6,Gable,CompShg,68,Ex,No,680,Gd,Y,1470,0,2,1,6,1,2,Y,232,63,0,Shed,WD,Gilbert,NA,TA,AllPub,185000
60,7200,Pave,NaN,Reg,Norm,Norm,7,Hip,CompShg,0,TA,No,596,Ex,Y,1762,1,1,1,8,0,2,N,36,0,0,NA,WD,OldTown,NA,Gd,AllPub,157000
82,9950,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,290,Gd,No,1203,Ex,Y,2520,0,2,1,9,1,3,Y,224,114,0,NA,WD,NoRidge,NA,Gd,AllPub,290000
91,12274,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,256,Gd,No,1417,Ex,Y,1428,0,2,0,6,0,2,Y,0,60,0,NA,New,Somerst,NA,Ex,AllPub,227680
77,9965,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,220,Gd,Av,1264,Ex,Y,2696,1,2,1,10,1,3,Y,120,184,0,NA,New,CollgCr,NA,Ex,AllPub,383970
36,2448,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,106,Gd,No,764,Ex,Y,1626,1,2,1,6,0,2,Y,0,27,0,NA,WD,NridgHt,NA,Gd,AllPub,154000
99,11851,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,1424,Ex,Y,1442,0,2,0,5,0,2,Y,0,34,508,NA,WD,Gilbert,NA,TA,AllPub,180500
71,7064,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,153,TA,No,980,TA,Y,980,0,1,0,6,0,2,Y,192,0,0,NA,WD,Sawyer,NA,TA,AllPub,135000
-1,5814,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1220,Gd,Y,1360,1,1,0,4,1,2,Y,63,0,0,NA,COD,StoneBr,NA,Gd,AllPub,187500
-1,9991,Pave,NaN,IR1,Feedr,Norm,4,Gable,CompShg,0,TA,No,1281,Ex,Y,1620,1,2,0,8,1,2,Y,120,78,0,NA,WD,Sawyer,NA,TA,AllPub,150000
75,10084,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,186,Gd,Av,1686,Ex,Y,1694,1,2,0,7,1,2,Y,255,57,0,NA,WD,Somerst,NA,Gd,AllPub,307000
93,9382,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,125,Gd,No,1468,Ex,Y,1479,0,2,0,6,0,2,Y,120,25,0,NA,WD,CollgCr,NA,Gd,AllPub,191000
75,9803,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,866,Gd,Y,1768,0,2,1,7,0,2,Y,0,108,0,NA,WD,Somerst,NA,Gd,AllPub,226700
72,8640,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1372,Ex,Y,1372,0,2,0,6,0,2,Y,0,140,0,NA,New,Somerst,NA,Gd,AllPub,250580
68,9017,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Av,1431,Ex,Y,1431,1,2,0,6,0,2,Y,0,35,0,NA,WD,CollgCr,NA,Gd,AllPub,192000
-1,7252,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,0,TA,Av,858,TA,Y,858,1,1,0,5,0,2,Y,120,0,0,NA,WD,Sawyer,NA,TA,AllPub,134900
68,7838,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,Av,864,TA,Y,900,1,1,0,6,1,1,Y,175,144,0,NA,WD,NWAmes,NA,TA,AllPub,123000
-1,7050,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,1057,Ex,Y,1929,1,2,1,7,1,2,Y,0,235,0,NA,WD,Somerst,NA,Gd,AllPub,226000
69,7590,Pave,NaN,Reg,PosN,Norm,5,Gable,CompShg,288,TA,No,864,TA,Y,1812,0,2,0,8,1,1,Y,0,168,0,NA,WD,NWAmes,NA,TA,AllPub,169500
60,7024,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1090,Gd,Y,1090,1,1,1,5,0,2,Y,0,49,0,NA,WD,Edwards,NA,TA,AllPub,157000
-1,3136,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,163,Gd,No,1405,Ex,Y,1405,0,2,0,6,1,2,Y,148,36,0,NA,WD,NridgHt,NA,Gd,AllPub,171750
101,9150,Pave,NaN,IR1,Norm,Norm,6,Gable,Tar&Grv,305,TA,Gd,1099,Gd,Y,1431,0,1,0,6,1,1,Y,64,110,0,NA,WD,NWAmes,NA,TA,AllPub,165000
-1,11000,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,72,Gd,No,969,Ex,Y,2285,0,2,1,8,1,3,Y,0,56,0,NA,WD,NoRidge,NA,Gd,AllPub,248000
90,5400,Pave,NaN,Reg,Artery,Norm,4,Gable,CompShg,0,Fa,No,840,Ex,Y,1374,0,1,0,6,0,1,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,105000
120,19296,Pave,NaN,Reg,Artery,Norm,6,Gable,CompShg,399,TA,Gd,1362,TA,Y,1382,1,1,0,6,1,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,176000
70,8400,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,0,TA,Gd,814,Gd,Y,913,1,1,0,6,0,1,Y,0,0,0,NA,WD,Sawyer,NA,TA,AllPub,129000
53,7128,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,918,Gd,Y,1646,0,2,0,7,2,1,Y,0,0,0,NA,WD,Crawfor,NA,TA,AllPub,164000
50,9000,Pave,Grvl,Reg,Artery,Norm,5,Gable,CompShg,0,TA,No,636,TA,Y,1750,0,1,0,8,0,1,N,0,0,0,NA,WD,OldTown,NA,Ex,AllPub,124000
30,5232,Pave,Grvl,IR3,Artery,Norm,5,Gable,CompShg,0,TA,No,680,Gd,N,764,0,1,0,4,0,2,N,0,0,0,NA,WD,OldTown,NA,TA,AllPub,73000
66,13682,Pave,NaN,IR2,Norm,Norm,10,Hip,CompShg,1031,Ex,Gd,1410,Ex,Y,2945,0,3,1,10,1,3,Y,192,0,0,NA,New,StoneBr,NA,Gd,AllPub,438780
50,6000,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,616,Gd,Y,616,0,1,0,4,0,1,Y,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,89000
80,9200,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,473,Gd,No,1470,Gd,Y,2630,1,2,1,8,1,3,Y,0,66,0,NA,WD,NoRidge,NA,Gd,AllPub,315000
94,13005,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,278,Gd,No,845,TA,Y,2353,1,2,1,10,1,2,Y,288,195,0,NA,WD,NWAmes,NA,Ex,AllPub,260000
75,9000,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,936,TA,Y,1128,0,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,118000
42,7711,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,Gd,1440,TA,Y,1440,2,2,0,8,0,0,N,321,0,0,NA,Oth,Edwards,NA,TA,AllPub,150000
75,9000,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,0,Gd,Av,1088,Ex,Y,1959,0,2,1,8,1,3,Y,208,46,0,NA,WD,Somerst,NA,Gd,AllPub,270000
96,11777,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,97,TA,Av,1164,Ex,Y,1320,1,1,0,6,2,2,Y,160,68,0,NA,WD,Sawyer,NA,TA,AllPub,164500
70,9100,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,No,864,Ex,Y,864,0,1,0,5,0,1,Y,0,0,0,Shed,WD,NWAmes,NA,TA,AllPub,127500
64,8320,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,770,Ex,Y,1582,0,2,1,6,0,2,Y,0,45,0,NA,WD,CollgCr,NA,Gd,AllPub,185900
92,12108,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,270,TA,No,1440,TA,N,1440,0,2,0,8,0,0,Y,0,0,0,NA,WD,Edwards,NA,Fa,AllPub,118000
-1,9180,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,Av,840,Gd,Y,884,1,1,0,5,0,2,Y,240,0,0,NA,WD,SawyerW,NA,Gd,AllPub,144000
-1,4435,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,170,Gd,Av,848,Ex,Y,848,1,1,0,4,0,2,Y,140,0,0,NA,WD,CollgCr,NA,Gd,AllPub,144000
90,10768,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,Gd,Gd,1437,TA,Y,1437,1,2,0,6,1,2,Y,0,21,0,NA,WD,Veenker,NA,Gd,AllPub,218000
55,12640,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,TA,Gd,1728,TA,Y,1728,0,2,0,8,0,2,Y,40,0,0,NA,WD,Mitchel,NA,TA,AllPub,150900
75,14587,Pave,NaN,IR1,Norm,Norm,9,Gable,CompShg,284,Gd,No,1498,Ex,Y,1506,0,2,0,6,1,2,Y,0,174,0,NA,New,Somerst,NA,Ex,AllPub,264132
89,11645,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,No,860,Ex,Y,1720,0,2,1,7,0,2,Y,0,70,0,NA,WD,CollgCr,NA,Gd,AllPub,196500
-1,12735,Pave,NaN,IR1,Norm,Norm,4,Hip,CompShg,0,TA,No,864,TA,Y,864,0,1,0,5,0,2,Y,216,0,0,NA,COD,NWAmes,NA,TA,AllPub,111250
71,8520,Pave,NaN,Reg,Artery,Norm,5,Gable,CompShg,0,TA,No,910,Fa,Y,1385,0,2,0,6,0,2,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,166000
-1,10603,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,28,TA,Mn,1610,Gd,Y,1610,1,2,0,6,2,2,Y,168,68,0,NA,WD,NWAmes,NA,Gd,AllPub,205000
65,8158,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,252,Gd,No,884,Ex,Y,1768,1,2,1,8,0,2,Y,0,63,0,NA,WD,CollgCr,NA,Gd,AllPub,224900
60,6600,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,816,Ex,Y,816,1,1,0,4,0,2,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,138000
-1,9830,Pave,NaN,IR1,Norm,Norm,5,Gable,CompShg,0,TA,No,1063,Ex,Y,1287,1,1,0,7,1,2,Y,364,17,0,NA,WD,NWAmes,NA,Gd,AllPub,162000
81,11841,Grvl,NaN,Reg,Norm,Norm,6,Gable,CompShg,104,TA,Av,816,TA,Y,816,1,1,0,5,0,0,Y,0,32,0,NA,WD,Edwards,NA,TA,AllPub,118500
70,7700,Pave,NaN,Reg,PosN,Norm,6,Gable,CompShg,351,TA,No,756,TA,Y,1839,0,1,1,7,1,2,Y,0,124,0,NA,WD,NWAmes,NA,TA,AllPub,155000
50,35133,Grvl,NaN,Reg,Norm,Norm,5,Hip,CompShg,226,TA,Gd,1572,Gd,Y,1572,1,1,1,5,2,3,Y,0,263,0,NA,WD,Timber,NA,TA,AllPub,186700
-1,7340,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,858,TA,Y,858,0,1,0,4,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,110000
105,15578,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,0,Gd,No,728,Gd,Y,1456,0,2,1,8,0,2,Y,0,0,0,NA,New,Gilbert,NA,TA,AllPub,172785
67,16285,Pave,NaN,IR2,Norm,Norm,7,Gable,CompShg,0,Gd,No,1413,Ex,Y,1430,0,2,0,6,0,2,Y,0,33,0,NA,WD,CollgCr,NA,Gd,AllPub,187100
60,7200,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,Mn,1214,Ex,N,2291,0,2,0,9,1,2,Y,0,0,0,NA,WD,OldTown,NA,TA,AllPub,133900
60,10134,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,735,Gd,Y,1034,0,1,0,5,0,1,Y,0,39,0,NA,WD,OldTown,NA,TA,AllPub,109000
98,8820,Pave,NaN,Reg,Norm,Norm,5,Hip,CompShg,0,TA,No,1088,TA,Y,1869,0,1,0,7,0,2,Y,48,0,0,NA,WD,OldTown,NA,TA,AllPub,124900
94,9400,Pave,NaN,Reg,Norm,Norm,6,Mansard,CompShg,0,TA,Av,912,TA,Y,1824,0,2,2,8,0,0,Y,128,0,0,NA,WD,Mitchel,NA,TA,AllPub,139000
80,8816,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,80,TA,Av,1010,Gd,Y,1052,1,1,0,6,0,2,Y,0,0,0,NA,WD,ClearCr,NA,TA,AllPub,155000
-1,12394,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,Gd,Gd,847,Ex,Y,1733,0,2,1,7,1,2,Y,100,48,0,NA,WD,Gilbert,NA,Gd,AllPub,225000
36,4435,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,170,Gd,Av,848,Ex,Y,848,1,1,0,3,0,2,Y,140,0,0,NA,WD,CollgCr,NA,Gd,AllPub,131500
60,9600,Pave,Grvl,Reg,Norm,Norm,5,Gambrel,CompShg,0,TA,Mn,702,Gd,Y,1472,0,1,0,6,0,1,P,0,0,0,NA,WD,OldTown,NA,Gd,AllPub,125000
60,10800,Pave,Grvl,Reg,Norm,Norm,7,Gable,CompShg,0,TA,No,718,Ex,Y,2554,0,1,1,8,0,2,P,0,48,0,NA,WD,OldTown,NA,TA,AllPub,159500
-1,9144,Pave,Pave,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,883,Gd,Y,1505,1,1,0,8,0,1,N,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,145000
-1,12328,Pave,NaN,IR1,Norm,Norm,6,Gable,CompShg,335,TA,Av,1012,TA,Y,1034,1,1,0,6,0,3,Y,0,0,0,NA,WD,Mitchel,NA,TA,AllPub,169900
73,39104,Pave,NaN,IR1,Norm,Norm,7,Flat,Membran,0,TA,Gd,1385,Ex,Y,1363,1,1,0,5,2,2,Y,81,0,0,NA,WD,ClearCr,NA,TA,AllPub,241500
40,3880,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,686,Gd,Y,866,0,1,0,4,0,0,Y,58,42,0,NA,WD,OldTown,NA,Gd,AllPub,110500
70,7560,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,1040,TA,Y,1040,0,1,0,6,0,1,Y,140,0,0,NA,WD,NWAmes,NA,TA,AllPub,133700
70,11767,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,768,Ex,Y,1200,0,1,0,6,0,1,Y,0,0,0,NA,WD,Edwards,NA,TA,AllPub,130500
60,10200,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,672,Ex,Y,672,0,1,0,4,0,1,N,168,0,0,NA,WD,Sawyer,NA,TA,AllPub,108000
60,7200,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,864,Gd,Y,864,1,1,0,5,0,2,Y,194,0,0,NA,WD,NWAmes,NA,Gd,AllPub,129000
74,8892,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,Gd,Av,105,Gd,Y,910,0,1,0,5,0,2,Y,196,0,0,NA,WD,NWAmes,NA,Gd,AllPub,116000
60,8400,Pave,NaN,Reg,Feedr,Norm,5,Gable,CompShg,320,TA,NA,0,TA,Y,2020,0,2,0,10,2,2,Y,0,0,0,NA,WD,SawyerW,NA,TA,AllPub,144000
41,2665,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,757,Ex,Y,1475,0,2,0,6,1,1,Y,104,26,0,NA,WD,MeadowV,NA,TA,AllPub,127000
64,8712,Pave,NaN,IR1,Norm,Norm,5,Hip,CompShg,0,TA,Mn,992,TA,Y,1306,1,1,0,5,0,1,Y,0,0,0,NA,WD,NWAmes,NA,TA,AllPub,153000
-1,13517,Pave,NaN,IR1,RRAe,Norm,6,Gable,CompShg,289,Gd,No,725,Ex,Y,1479,0,2,1,6,0,2,Y,0,44,0,NA,WD,Sawyer,NA,Gd,AllPub,130500
44,13758,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,117,Gd,Mn,1156,Ex,Y,1717,0,2,1,7,1,2,Y,168,36,0,NA,WD,Timber,NA,Gd,AllPub,187500
68,11250,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,162,Gd,Mn,920,Ex,Y,1786,1,2,1,6,1,2,Y,0,42,0,NA,WD,CollgCr,NA,Gd,AllPub,223500
84,8658,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,101,TA,No,1088,Ex,Y,1324,0,2,0,6,1,2,Y,0,138,0,NA,WD,NWAmes,NA,TA,AllPub,160000
78,9262,Pave,NaN,Reg,Norm,Norm,8,Gable,CompShg,194,Gd,No,1573,Ex,Y,1578,0,2,0,7,1,3,Y,0,36,0,NA,New,Somerst,NA,Ex,AllPub,287090
21,1680,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,142,TA,No,630,TA,Y,1302,0,2,1,6,0,1,Y,0,0,0,NA,COD,BrDale,NA,TA,AllPub,112000
129,16737,Pave,NaN,Reg,Norm,Norm,9,Hip,CompShg,66,Gd,Av,1980,Ex,Y,1980,1,2,0,8,1,3,Y,194,45,0,NA,WD,NridgHt,NA,Ex,AllPub,315000
-1,6627,Pave,NaN,IR1,Feedr,Norm,3,Hip,CompShg,0,TA,NA,0,TA,N,720,0,1,0,4,0,1,Y,0,0,0,NA,WD,BrkSide,NA,TA,AllPub,72500
55,7642,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,912,Gd,Y,1426,0,1,1,7,1,1,Y,0,240,0,NA,WD,Crawfor,NA,Gd,AllPub,189950
-1,7472,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,138,TA,No,725,Gd,Y,1479,1,1,1,7,0,2,Y,0,32,0,NA,WD,NWAmes,NA,Gd,AllPub,184000
60,10998,Pave,Grvl,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,984,Ex,Y,1604,0,2,0,6,0,2,Y,0,68,0,NA,WD,Edwards,NA,TA,AllPub,117000
72,11317,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,101,Gd,No,840,Ex,Y,1668,0,2,1,8,0,2,Y,144,68,0,NA,WD,CollgCr,NA,Gd,AllPub,180000
69,9588,Pave,NaN,IR1,Norm,Norm,8,Gable,CompShg,270,Gd,No,1482,Ex,Y,2574,0,2,1,10,1,3,Y,0,148,0,NA,New,CollgCr,NA,Ex,AllPub,276000
60,10120,Pave,NaN,IR1,Feedr,Norm,7,Hip,CompShg,0,Fa,No,925,TA,N,1889,0,1,1,9,1,1,N,0,0,0,NA,WD,OldTown,NA,TA,AllPub,122000
96,10542,Pave,NaN,Reg,Norm,Norm,7,Hip,CompShg,651,Gd,Gd,1311,Ex,Y,2418,1,2,1,9,1,3,Y,250,154,0,NA,WD,NoRidge,NA,Gd,AllPub,341000
43,3013,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,145,Gd,Gd,1362,Ex,Y,1506,0,2,0,6,1,2,Y,142,20,0,NA,WD,Blmngtn,NA,Gd,AllPub,213490
60,10434,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,0,TA,No,1005,TA,Y,1005,0,1,0,5,1,2,Y,0,0,0,NA,WD,NWAmes,NA,Fa,AllPub,115000
84,10207,Pave,NaN,Reg,Norm,Norm,7,Gable,CompShg,0,Gd,No,874,Ex,Y,1761,0,3,0,7,0,2,Y,144,105,0,NA,New,Somerst,NA,Gd,AllPub,227875
60,7596,Pave,Grvl,Reg,Artery,Norm,5,Hip,CompShg,360,TA,No,960,Gd,Y,1960,0,2,0,10,0,2,N,0,0,0,NA,COD,OldTown,NA,TA,AllPub,124500
50,6000,Pave,NaN,Reg,Norm,Norm,3,Gable,CompShg,0,TA,No,649,Ex,Y,1183,0,1,1,6,0,1,Y,0,176,0,NA,WD,OldTown,NA,TA,AllPub,120000
-1,7750,Pave,NaN,IR1,Norm,Norm,7,Gable,CompShg,0,TA,No,384,Ex,Y,1430,0,2,1,7,1,2,Y,180,0,0,NA,WD,Gilbert,NA,TA,AllPub,180000
-1,14778,Pave,NaN,IR1,PosN,Norm,6,Hip,CompShg,72,Gd,No,1296,Ex,Y,1640,1,1,0,7,1,2,Y,108,0,216,NA,WD,Crawfor,NA,Gd,AllPub,224000
80,9600,Pave,NaN,Reg,PosN,Norm,8,Hip,WdShngl,0,Gd,No,2524,TA,Y,2524,1,2,1,9,1,2,Y,474,120,0,NA,WD,NWAmes,NA,Gd,AllPub,278000
-1,12342,Pave,NaN,IR1,Norm,Norm,4,Gable,CompShg,0,TA,No,861,Ex,Y,861,0,1,0,4,0,2,Y,158,0,0,NA,WD,Edwards,NA,TA,AllPub,82500
21,1680,Pave,NaN,Reg,Norm,Norm,6,Gable,CompShg,510,TA,No,483,Gd,Y,987,0,1,1,5,0,1,Y,250,0,0,NA,WD,BrDale,NA,Gd,AllPub,118000
73,9855,Pave,NaN,Reg,Norm,Norm,6,Hip,CompShg,0,TA,No,1436,Fa,Y,1689,0,1,0,7,1,2,Y,0,0,0,NA,COD,Edwards,NA,TA,AllPub,127500
-1,28698,Pave,NaN,IR2,Norm,Norm,5,Flat,Tar&Grv,0,TA,Gd,1013,TA,Y,2126,0,2,1,7,0,2,Y,486,0,0,NA,WD,ClearCr,NA,TA,AllPub,185000
88,11394,Pave,NaN,Reg,Norm,Norm,9,Hip,CompShg,350,Gd,Av,1856,Ex,Y,1856,1,1,1,8,1,3,Y,113,0,0,NA,New,StoneBr,NA,Ex,AllPub,394432
-1,9156,Pave,NaN,IR1,PosN,Norm,6,Hip,CompShg,0,TA,No,1489,Gd,Y,1489,0,2,0,7,1,2,Y,0,0,0,NA,WD,NWAmes,NA,Gd,AllPub,185750
75,11235,Pave,NaN,Reg,Norm,Norm,4,Gable,CompShg,51,TA,No,1051,Gd,Y,1382,0,1,1,6,1,2,Y,0,82,0,NA,WD,Sawyer,NA,TA,AllPub,148000
60,7200,Pave,NaN,Reg,Norm,Norm,5,Gable,CompShg,0,TA,No,530,TA,N,1111,0,1,0,6,0,1,N,0,0,0,NA,WD,IDOTRR,NA,Fa,AllPub,101000
40,13673,Pave,NaN,IR1,RRAe,Norm,5,Gable,CompShg,0,TA,No,1140,TA,Y,1696,0,1,1,8,1,1,Y,0,30,0,NA,WD,Sawyer,NA,TA,AllPub,143900
